Ensembl	logFC	FDR	SYMBOL	Significance
ENSG00000196659	-0.648128497	0.041584333	TTC30B	Down
ENSG00000027001	-0.479892472	0.041729648	MIPEP	Down
ENSG00000184635	-0.552965526	0.041729648	ZNF93	Down
ENSG00000061936	0.379244912	0.041729648	SFSWAP	Up
ENSG00000176619	0.582387551	0.041729648	LMNB2	Up
ENSG00000102901	0.418426833	0.041762626	CENPT	Up
ENSG00000136536	-0.408326681	0.041786015	MARCHF7	Down
ENSG00000170962	-0.765274847	0.041786015	PDGFD	Down
ENSG00000049618	0.365762472	0.041786015	ARID1B	Up
ENSG00000173653	0.841901184	0.041786015	RCE1	Up
ENSG00000102882	0.644921498	0.041786015	MAPK3	Up
ENSG00000269891	0.926075841	0.041807608	ARHGAP19-SLIT1	Up
ENSG00000180185	-0.486552945	0.041853508	FAHD1	Down
ENSG00000183386	0.947300702	0.041861404	FHL3	Up
ENSG00000121335	0.941943362	0.041861404	PRB2	Up
ENSG00000144407	-0.723433975	0.041936568	PTH2R	Down
ENSG00000204248	0.818489482	0.041936568	COL11A2	Up
ENSG00000164305	-0.465704474	0.0420305	CASP3	Down
ENSG00000114120	-0.384074048	0.042064734	SLC25A36	Down
ENSG00000276256	-1.191513085	0.042112952	LOC389831	Down
ENSG00000080298	-0.389201062	0.042117538	RFX3	Down
ENSG00000169740	-0.45334972	0.042237382	ZNF32	Down
ENSG00000140564	0.641207235	0.042237382	FURIN	Up
ENSG00000132383	0.433475173	0.042237382	RPA1	Up
ENSG00000115761	-0.432252074	0.042269923	NOL10	Down
ENSG00000121964	-0.363410422	0.042269923	GTDC1	Down
ENSG00000173041	-0.443480355	0.042269923	ZNF680	Down
ENSG00000043355	0.586803577	0.042269923	ZIC2	Up
ENSG00000196391	0.480271634	0.042312109	ZNF774	Up
ENSG00000176927	-0.619448567	0.042331709	EFCAB5	Down
ENSG00000167985	0.747775013	0.042331709	SDHAF2	Up
ENSG00000140057	-0.646777794	0.042349143	AK7	Down
ENSG00000189266	-0.477880031	0.042515134	PNRC2	Down
ENSG00000138738	-0.539641779	0.042667866	PRDM5	Down
ENSG00000156564	0.767984181	0.042667866	LRFN2	Up
ENSG00000174611	0.563541062	0.042718084	KY	Up
ENSG00000183018	0.99150087	0.042728983	SPNS2	Up
ENSG00000080189	0.73870596	0.042728983	SLC35C2	Up
ENSG00000102172	-0.46166766	0.042757913	SMS	Down
ENSG00000078596	-0.45068549	0.042813101	ITM2A	Down
ENSG00000172578	0.7905476	0.042813101	KLHL6	Up
ENSG00000110104	0.591763065	0.042813101	CCDC86	Up
ENSG00000109103	0.710448599	0.042813101	UNC119	Up
ENSG00000245848	1.082863189	0.042813101	CEBPA	Up
ENSG00000167118	0.653730827	0.042876164	URM1	Up
ENSG00000070759	0.584652601	0.042878609	TESK2	Up
ENSG00000047644	0.416664993	0.04297694	WWC3	Up
ENSG00000075151	-0.318484951	0.043055929	EIF4G3	Down
ENSG00000126603	1.21368308	0.043060799	GLIS2	Up
ENSG00000186868	0.431745394	0.04306196	MAPT	Up
ENSG00000182195	0.476394658	0.043220486	LDOC1	Up
ENSG00000163214	-0.377083303	0.04328056	DHX57	Down
ENSG00000184182	-0.527788895	0.04328056	UBE2F	Down
ENSG00000197603	-0.37865767	0.04328056	CPLANE1	Down
ENSG00000122042	-0.36548051	0.04328056	UBL3	Down
ENSG00000151640	0.621900631	0.04328056	DPYSL4	Up
ENSG00000100014	0.472044482	0.043334463	SPECC1L	Up
ENSG00000173744	-0.315998446	0.043412561	AGFG1	Down
ENSG00000178177	-0.461025046	0.043412561	LCORL	Down
ENSG00000102678	-0.551347525	0.043433945	FGF9	Down
ENSG00000146670	0.938793331	0.043433945	CDCA5	Up
ENSG00000124613	-0.464383927	0.043530232	ZNF391	Down
ENSG00000284976	1.05945902	0.043548495	NA	Up
ENSG00000266524	0.776641227	0.043574315	GDF10	Up
ENSG00000160551	-0.387568054	0.043619994	TAOK1	Down
ENSG00000060140	-0.591251457	0.043669804	STYK1	Down
ENSG00000148308	0.502310671	0.04368526	GTF3C5	Up
ENSG00000099203	0.711814703	0.043753413	TMED1	Up
ENSG00000104290	-0.393103567	0.043794916	FZD3	Down
ENSG00000152284	0.795749211	0.043813559	TCF7L1	Up
ENSG00000185633	0.926802368	0.043813559	NDUFA4L2	Up
ENSG00000079999	0.457333532	0.043821216	KEAP1	Up
ENSG00000169855	-0.381152051	0.043824767	ROBO1	Down
ENSG00000135077	0.638573944	0.043874952	HAVCR2	Up
ENSG00000185842	-0.468875265	0.043937387	DNAH14	Down
ENSG00000198825	-0.415548041	0.043947519	INPP5F	Down
ENSG00000115758	-0.365376358	0.043963348	ODC1	Down
ENSG00000113532	-0.530202109	0.043963348	ST8SIA4	Down
ENSG00000152495	-0.469409365	0.043963348	CAMK4	Down
ENSG00000185721	-0.428287028	0.043963348	DRG1	Down
ENSG00000156531	-0.440736138	0.043978655	PHF6	Down
ENSG00000008853	0.706444445	0.044040407	RHOBTB2	Up
ENSG00000054282	-0.451450137	0.044202396	SDCCAG8	Down
ENSG00000005379	0.601822692	0.044243033	TSPOAP1	Up
ENSG00000104973	0.534215178	0.044245721	MED25	Up
ENSG00000143643	-0.452796245	0.04425221	TTC13	Down
ENSG00000101265	0.326371736	0.044303473	RASSF2	Up
ENSG00000215790	0.665578853	0.04432872	SLC35E2A	Up
ENSG00000180447	0.766989749	0.044335039	GAS1	Up
ENSG00000095321	0.688194897	0.044342742	CRAT	Up
ENSG00000183775	-0.424427043	0.04437281	KCTD16	Down
ENSG00000168216	-0.450166978	0.044453716	LMBRD1	Down
ENSG00000130150	-0.417568597	0.044453716	MOSPD2	Down
ENSG00000106351	0.907582054	0.044453716	AGFG2	Up
ENSG00000151327	-0.438686587	0.044489773	FAM177A1	Down
ENSG00000101843	-0.398245378	0.044500647	PSMD10	Down
ENSG00000197978	0.737171382	0.044500647	GOLGA6L9	Up
ENSG00000167601	0.548874976	0.044500647	AXL	Up
ENSG00000143753	-0.402249309	0.044577825	DEGS1	Down
ENSG00000168237	1.080333574	0.044652083	GLYCTK	Up
ENSG00000256683	-0.513395684	0.044774703	ZNF350	Down
ENSG00000126950	-0.578788006	0.044799591	TMEM35A	Down
ENSG00000050555	0.928998463	0.044799591	LAMC3	Up
ENSG00000141026	0.494446553	0.044799591	MED9	Up
ENSG00000181652	0.779168927	0.044820297	ATG9B	Up
ENSG00000110074	0.569310345	0.044827634	FOXRED1	Up
ENSG00000198816	1.544894583	0.044883655	ZNF358	Up
ENSG00000136819	-0.424294845	0.044918302	C9orf78	Down
ENSG00000206562	-0.396651862	0.04492392	METTL6	Down
ENSG00000082641	0.31343286	0.044984	NFE2L1	Up
ENSG00000173846	0.94021351	0.044984302	PLK3	Up
ENSG00000169241	0.687755051	0.044988223	SLC50A1	Up
ENSG00000068831	0.629925141	0.044988223	RASGRP2	Up
ENSG00000055118	0.772263073	0.045010365	KCNH2	Up
ENSG00000124357	0.399527091	0.045065069	NAGK	Up
ENSG00000073050	0.478951018	0.045072407	XRCC1	Up
ENSG00000154265	-0.470278154	0.045149972	ABCA5	Down
ENSG00000185480	-0.835442437	0.045181783	PARPBP	Down
ENSG00000168256	0.636495933	0.045457204	NKIRAS2	Up
ENSG00000183773	0.770168909	0.045457204	AIFM3	Up
ENSG00000163348	0.680921901	0.045491366	PYGO2	Up
ENSG00000137210	-0.413894997	0.04549203	TMEM14B	Down
ENSG00000166169	0.833286607	0.04549203	POLL	Up
ENSG00000108551	0.887532762	0.04549203	RASD1	Up
ENSG00000110107	0.433298008	0.045519047	PRPF19	Up
ENSG00000138071	-0.414220719	0.04553621	ACTR2	Down
ENSG00000138050	-0.484181739	0.045589769	THUMPD2	Down
ENSG00000105835	-0.489310033	0.045589769	NAMPT	Down
ENSG00000004848	0.783386141	0.045589769	ARX	Up
ENSG00000080031	0.773022242	0.045589769	PTPRH	Up
ENSG00000134049	-0.552489984	0.045672793	IER3IP1	Down
ENSG00000163702	0.890851696	0.045724897	IL17RC	Up
ENSG00000278619	0.811101789	0.045802678	MRM1	Up
ENSG00000165572	-0.355618906	0.045827776	KBTBD6	Down
ENSG00000026950	0.486852444	0.045959932	BTN3A1	Up
ENSG00000081154	-0.363444165	0.045994717	PCNP	Down
ENSG00000171703	0.718087354	0.045994717	TCEA2	Up
ENSG00000169955	0.564577101	0.04600294	ZNF747	Up
ENSG00000181894	-0.373960323	0.046017448	ZNF329	Down
ENSG00000168993	0.520518781	0.046034686	CPLX1	Up
ENSG00000107562	-0.523567607	0.046039217	CXCL12	Down
ENSG00000138182	-0.644438086	0.046058652	KIF20B	Down
ENSG00000144655	0.802680358	0.046122155	CSRNP1	Up
ENSG00000080845	0.659624033	0.046253686	DLGAP4	Up
ENSG00000107518	-0.423422694	0.046258136	ATRNL1	Down
ENSG00000157881	0.539406696	0.046258136	PANK4	Up
ENSG00000175573	0.976748378	0.046258136	C11orf68	Up
ENSG00000136937	-0.389007061	0.046292551	NCBP1	Down
ENSG00000120742	-0.358740552	0.046317023	SERP1	Down
ENSG00000038295	-0.689365446	0.046317023	TLL1	Down
ENSG00000171357	0.758087311	0.046317023	LURAP1	Up
ENSG00000065268	1.182335855	0.046317023	WDR18	Up
ENSG00000168026	0.585232737	0.046389997	TTC21A	Up
ENSG00000135390	0.680045652	0.046397381	ATP5MC2	Up
ENSG00000169064	-0.530579785	0.046410248	ZBBX	Down
ENSG00000126814	-0.418705635	0.046454728	TRMT5	Down
ENSG00000165630	-0.530141032	0.046455164	PRPF18	Down
ENSG00000150457	0.57318015	0.046560521	LATS2	Up
ENSG00000119636	-0.480592325	0.046609917	BBOF1	Down
ENSG00000178568	-0.385254233	0.046615152	ERBB4	Down
ENSG00000133028	-0.38885292	0.046615152	SCO1	Down
ENSG00000183696	0.487393945	0.046615152	UPP1	Up
ENSG00000165555	0.836307946	0.046615152	NOXRED1	Up
ENSG00000162409	-0.443319526	0.046642393	PRKAA2	Down
ENSG00000104835	0.991145039	0.046642393	SARS2	Up
ENSG00000144118	-0.39347309	0.046765639	RALB	Down
ENSG00000165119	-0.325595301	0.046765639	HNRNPK	Down
ENSG00000063177	0.720584148	0.046836658	RPL18	Up
ENSG00000133065	0.403379036	0.04686457	SLC41A1	Up
ENSG00000270629	0.602522091	0.046880541	NBPF14	Up
ENSG00000163655	-0.346068302	0.046937219	GMPS	Down
ENSG00000145216	-0.438955942	0.046937219	FIP1L1	Down
ENSG00000109519	-0.415779883	0.046971585	GRPEL1	Down
ENSG00000166793	0.455579092	0.046971585	YPEL4	Up
ENSG00000132361	0.741924607	0.046971585	CLUH	Up
ENSG00000010322	0.597360445	0.047033914	NISCH	Up
ENSG00000198894	-0.304244757	0.047034171	CIPC	Down
ENSG00000148948	-0.37607125	0.047056302	LRRC4C	Down
ENSG00000148671	0.84300037	0.047056302	ADIRF	Up
ENSG00000176953	0.412936137	0.047056302	NFATC2IP	Up
ENSG00000164182	-0.553487466	0.047155807	NDUFAF2	Down
ENSG00000004961	-0.508605376	0.047168104	HCCS	Down
ENSG00000124257	0.985495569	0.047184146	NEURL2	Up
ENSG00000112306	-0.396653598	0.047229239	RPS12	Down
ENSG00000196968	0.46884172	0.047229239	FUT11	Up
ENSG00000174010	-0.400287366	0.047229375	KLHL15	Down
ENSG00000154511	-0.384568384	0.047280101	DIPK1A	Down
ENSG00000165732	-0.44686139	0.047311956	DDX21	Down
ENSG00000071537	-0.330459728	0.047320822	SEL1L	Down
ENSG00000005700	-0.485353939	0.047346455	IBTK	Down
ENSG00000184584	0.82334861	0.047437204	STING1	Up
ENSG00000110076	0.652120678	0.047437204	NRXN2	Up
ENSG00000170260	0.62447443	0.0474465	ZNF212	Up
ENSG00000188026	0.351368041	0.047449405	RILPL1	Up
ENSG00000265763	0.746736019	0.047505833	ZNF488	Up
ENSG00000221823	-0.439472405	0.047564492	PPP3R1	Down
ENSG00000092208	-0.516984555	0.047564492	GEMIN2	Down
ENSG00000171823	0.644178444	0.047564492	FBXL14	Up
ENSG00000131398	0.746045092	0.047606862	KCNC3	Up
ENSG00000010539	-0.508369465	0.047611012	ZNF200	Down
ENSG00000103264	0.513229927	0.047611012	FBXO31	Up
ENSG00000180979	-0.368653649	0.047693595	LRRC57	Down
ENSG00000122390	0.483769271	0.047732652	NAA60	Up
ENSG00000147224	-0.385536059	0.047760302	PRPS1	Down
ENSG00000167522	0.400767987	0.047767049	ANKRD11	Up
ENSG00000005302	-0.400192976	0.047869116	MSL3	Down
ENSG00000160783	0.824331136	0.047879006	PMF1	Up
ENSG00000163171	-0.407420804	0.047880707	CDC42EP3	Down
ENSG00000127252	-0.580962207	0.04792978	PLAAT1	Down
ENSG00000173818	0.571026363	0.04792978	ENDOV	Up
ENSG00000155008	-0.351639797	0.048014897	APOOL	Down
ENSG00000162542	0.970028039	0.048226463	TMCO4	Up
ENSG00000249915	0.58345997	0.048226463	PDCD6	Up
ENSG00000142330	0.889628385	0.048241977	CAPN10	Up
ENSG00000197363	0.955319182	0.048291299	ZNF517	Up
ENSG00000177200	-0.381430834	0.048306587	CHD9	Down
ENSG00000177663	0.42724357	0.048314409	IL17RA	Up
ENSG00000139354	-0.594311382	0.04832145	GAS2L3	Down
ENSG00000083520	-0.434326968	0.04832145	DIS3	Down
ENSG00000092758	0.789069728	0.04832145	COL9A3	Up
ENSG00000198586	-0.416075375	0.04836479	TLK1	Down
ENSG00000085274	-0.390579242	0.048365718	MYNN	Down
ENSG00000119242	0.357573966	0.048365718	CCDC92	Up
ENSG00000119669	0.621906398	0.048392353	IRF2BPL	Up
ENSG00000138814	-0.435485264	0.0483965	PPP3CA	Down
ENSG00000162627	-0.494168349	0.048412718	SNX7	Down
ENSG00000067842	0.358741897	0.048412718	ATP2B3	Up
ENSG00000123739	-0.369455173	0.048459039	PLA2G12A	Down
ENSG00000143811	0.663614271	0.048474288	PYCR2	Up
ENSG00000105379	0.641588006	0.048474288	ETFB	Up
ENSG00000198888	0.398093587	0.048474288	ND1	Up
ENSG00000134057	-0.758726507	0.048488738	CCNB1	Down
ENSG00000181315	-0.473004712	0.048488738	ZNF322	Down
ENSG00000164176	-0.424913392	0.048630267	EDIL3	Down
ENSG00000168016	0.395833717	0.048630267	TRANK1	Up
ENSG00000176095	0.636718732	0.048630267	IP6K1	Up
ENSG00000119986	0.876388968	0.048630267	AVPI1	Up
ENSG00000170185	-0.368585313	0.048651369	USP38	Down
ENSG00000171940	0.524994876	0.048651369	ZNF217	Up
ENSG00000125971	0.768888154	0.048716292	DYNLRB1	Up
ENSG00000196557	0.837225192	0.048724329	CACNA1H	Up
ENSG00000154429	-0.336635633	0.048748484	CCSAP	Down
ENSG00000197265	-0.515998425	0.048748484	GTF2E2	Down
ENSG00000188322	0.869661517	0.048748484	SBK1	Up
ENSG00000203965	-0.487669158	0.048750536	EFCAB7	Down
ENSG00000162620	-1.053053847	0.048750536	LRRIQ3	Down
ENSG00000140807	0.397794394	0.048750536	NKD1	Up
ENSG00000166780	-0.34663944	0.048755481	BMERB1	Down
ENSG00000151806	-0.377715252	0.04879513	GUF1	Down
ENSG00000168032	-0.490332103	0.048812976	ENTPD3	Down
ENSG00000170899	-0.345507619	0.048812976	GSTA4	Down
ENSG00000103160	-0.364778693	0.048812976	HSDL1	Down
ENSG00000198856	-0.51961042	0.048817581	OSTC	Down
ENSG00000169291	0.551699055	0.048817581	SHE	Up
ENSG00000063245	0.698785116	0.048817581	EPN1	Up
ENSG00000104823	0.543646319	0.048873743	ECH1	Up
ENSG00000145860	-0.379949637	0.04888432	RNF145	Down
ENSG00000114744	-0.419013182	0.048887321	COMMD2	Down
ENSG00000166352	-0.569799153	0.048956838	C11orf74	Down
ENSG00000163823	0.754920764	0.049049355	CCR1	Up
ENSG00000167969	0.875942053	0.04914168	ECI1	Up
ENSG00000153933	-0.377778345	0.049187335	DGKE	Down
ENSG00000100644	-0.372527904	0.049222106	HIF1A	Down
ENSG00000166762	0.563857174	0.049305783	CATSPER2	Up
ENSG00000140988	0.563047903	0.049504014	RPS2	Up
ENSG00000141965	0.522781339	0.049549009	FEM1A	Up
ENSG00000136877	0.727905238	0.049620689	FPGS	Up
ENSG00000148604	0.994761198	0.049620689	RGR	Up
ENSG00000102870	0.495725032	0.049620689	ZNF629	Up
ENSG00000156639	0.411764327	0.049639025	ZFAND3	Up
ENSG00000060971	0.532904088	0.04966093	ACAA1	Up
ENSG00000147677	-0.367778084	0.049679734	EIF3H	Down
ENSG00000116793	-0.361544862	0.049692631	PHTF1	Down
ENSG00000166387	0.496606091	0.049692631	PPFIBP2	Up
ENSG00000143373	0.795093559	0.049915352	ZNF687	Up
ENSG00000172318	-0.44413684	0.049943127	B3GALT1	Down
ENSG00000170759	-0.453559764	0.050061947	KIF5B	Non
ENSG00000099814	0.721804169	0.050061947	CEP170B	Non
ENSG00000056998	0.508017672	0.05009406	GYG2	Non
ENSG00000145545	-0.465762169	0.050095739	SRD5A1	Non
ENSG00000180008	-0.405171537	0.05011147	SOCS4	Non
ENSG00000165973	-0.483102437	0.050152516	NELL1	Non
ENSG00000105793	-0.397369816	0.050158229	GTPBP10	Non
ENSG00000266028	0.356890448	0.050177307	SRGAP2	Non
ENSG00000154370	0.54793007	0.050177307	TRIM11	Non
ENSG00000123329	0.652367005	0.050177307	ARHGAP9	Non
ENSG00000145740	-0.397887783	0.050210783	SLC30A5	Non
ENSG00000012211	0.938739075	0.050308758	PRICKLE3	Non
ENSG00000164327	-0.3712607	0.050319359	RICTOR	Non
ENSG00000168795	0.459251258	0.050345754	ZBTB5	Non
ENSG00000124496	0.503688872	0.050353572	TRERF1	Non
ENSG00000111252	0.439575562	0.050366355	SH2B3	Non
ENSG00000204859	0.726248715	0.050438587	ZBTB48	Non
ENSG00000165997	-0.443051109	0.05043986	ARL5B	Non
ENSG00000110218	-0.423609738	0.050523586	PANX1	Non
ENSG00000102935	0.473961833	0.05055535	ZNF423	Non
ENSG00000099337	0.750874937	0.050592099	KCNK6	Non
ENSG00000176407	-0.361356788	0.050600951	KCMF1	Non
ENSG00000081307	-0.420021993	0.050600951	UBA5	Non
ENSG00000105875	0.480322303	0.050600951	WDR91	Non
ENSG00000115841	-0.488536778	0.050623331	RMDN2	Non
ENSG00000100348	0.415427527	0.050657102	TXN2	Non
ENSG00000173542	-0.424883572	0.050676951	MOB1B	Non
ENSG00000137700	0.714509696	0.05069869	SLC37A4	Non
ENSG00000179152	-0.409225248	0.050714351	TCAIM	Non
ENSG00000180914	0.780457552	0.050736667	OXTR	Non
ENSG00000261210	-0.757515581	0.050736667	CLEC19A	Non
ENSG00000141985	0.769823579	0.050736667	SH3GL1	Non
ENSG00000100034	0.68097249	0.050810145	PPM1F	Non
ENSG00000198466	0.425415127	0.050851228	ZNF587	Non
ENSG00000107281	1.216368698	0.050957901	NPDC1	Non
ENSG00000036054	-0.404434725	0.050992031	TBC1D23	Non
ENSG00000160124	-0.56805016	0.050992031	CCDC58	Non
ENSG00000179886	1.058864557	0.050992031	TIGD5	Non
ENSG00000136159	-0.620902763	0.050992031	NUDT15	Non
ENSG00000140798	-0.917687773	0.050992031	ABCC12	Non
ENSG00000278318	-0.481158456	0.050992031	ZNF229	Non
ENSG00000169136	0.693432922	0.051036167	ATF5	Non
ENSG00000255423	0.717157173	0.051200408	EBLN2	Non
ENSG00000263874	-0.514524564	0.051200408	LINC00672	Non
ENSG00000130348	-0.407966651	0.051229727	QRSL1	Non
ENSG00000128973	0.774437532	0.051259208	CLN6	Non
ENSG00000047932	-0.429166258	0.051277988	GOPC	Non
ENSG00000113845	-0.344166504	0.051292612	TIMMDC1	Non
ENSG00000112343	0.563390627	0.051292612	TRIM38	Non
ENSG00000080823	0.395530822	0.051402987	MOK	Non
ENSG00000213023	0.981274545	0.051477225	SYT3	Non
ENSG00000115649	0.62043733	0.051495061	CNPPD1	Non
ENSG00000170846	-0.436721347	0.051495061	LOC93622	Non
ENSG00000134014	-0.378034086	0.051495061	ELP3	Non
ENSG00000107295	-0.387832058	0.051495061	SH3GL2	Non
ENSG00000179954	1.044299691	0.051530261	SSC5D	Non
ENSG00000092096	0.81853399	0.051535725	SLC22A17	Non
ENSG00000186472	-0.415804364	0.051536733	PCLO	Non
ENSG00000099364	1.060798221	0.051548892	FBXL19	Non
ENSG00000141522	0.652721938	0.051560264	ARHGDIA	Non
ENSG00000040531	0.594092711	0.05161231	CTNS	Non
ENSG00000134250	0.379593854	0.051661223	NOTCH2	Non
ENSG00000163931	0.531202168	0.051666446	TKT	Non
ENSG00000166140	0.476983539	0.051678634	ZFYVE19	Non
ENSG00000163430	0.367056446	0.051723735	FSTL1	Non
ENSG00000106070	0.391428922	0.051723735	GRB10	Non
ENSG00000140691	1.019343406	0.051723735	ARMC5	Non
ENSG00000108588	-0.38220009	0.051725551	CCDC47	Non
ENSG00000101199	0.654466217	0.05178475	ARFGAP1	Non
ENSG00000185453	0.649583496	0.051823479	ZSWIM9	Non
ENSG00000086619	-0.424271993	0.05185372	ERO1B	Non
ENSG00000149269	-0.49384842	0.051902876	PAK1	Non
ENSG00000176853	-0.428029195	0.051923419	FAM91A1	Non
ENSG00000182179	0.698690126	0.051938588	UBA7	Non
ENSG00000197859	0.895296971	0.051942326	ADAMTSL2	Non
ENSG00000143819	0.489619618	0.052090823	EPHX1	Non
ENSG00000112992	-0.308528761	0.052093606	NNT	Non
ENSG00000161011	0.617874396	0.05210843	SQSTM1	Non
ENSG00000112130	-0.424175751	0.052167108	RNF8	Non
ENSG00000196990	0.842577188	0.052205747	FAM163B	Non
ENSG00000152944	-0.399348443	0.05226036	MED21	Non
ENSG00000100311	0.801943562	0.05226036	PDGFB	Non
ENSG00000155926	-0.438474664	0.052318186	SLA	Non
ENSG00000136888	-0.368143708	0.052318186	ATP6V1G1	Non
ENSG00000153814	-0.426963749	0.052328894	JAZF1	Non
ENSG00000152578	-0.489503679	0.052330749	GRIA4	Non
ENSG00000171681	-0.420921362	0.052392849	ATF7IP	Non
ENSG00000014164	1.020628766	0.052393166	ZC3H3	Non
ENSG00000107521	0.752982733	0.052404992	HPS1	Non
ENSG00000198740	0.371528094	0.052404992	ZNF652	Non
ENSG00000164181	0.513288634	0.052426124	ELOVL7	Non
ENSG00000160445	0.682363197	0.052455587	ZER1	Non
ENSG00000127311	0.467580465	0.052491941	HELB	Non
ENSG00000123607	-0.370930746	0.052506145	TTC21B	Non
ENSG00000087274	0.311696914	0.052506145	ADD1	Non
ENSG00000123728	-0.418525407	0.052506145	RAP2C	Non
ENSG00000139410	0.957236287	0.052532067	SDSL	Non
ENSG00000140694	-0.461541396	0.052544054	PARN	Non
ENSG00000102466	-0.390001283	0.052574714	FGF14	Non
ENSG00000063761	0.546226522	0.052574714	ADCK1	Non
ENSG00000145723	-0.472148669	0.052596321	GIN1	Non
ENSG00000138443	-0.304547161	0.052639162	ABI2	Non
ENSG00000100526	-0.754486868	0.05273795	CDKN3	Non
ENSG00000196954	0.630951387	0.052799332	CASP4	Non
ENSG00000018408	0.428684396	0.052830109	WWTR1	Non
ENSG00000162949	0.724985485	0.052852272	CAPN13	Non
ENSG00000024526	-0.75602978	0.052879581	DEPDC1	Non
ENSG00000138496	0.460645352	0.052879581	PARP9	Non
ENSG00000039123	-0.376481296	0.052879581	MTREX	Non
ENSG00000147601	-0.441607817	0.052879581	TERF1	Non
ENSG00000161956	0.935933143	0.052879581	SENP3	Non
ENSG00000170832	-0.332977816	0.052879581	USP32	Non
ENSG00000198185	-0.471607177	0.052879581	ZNF334	Non
ENSG00000138867	0.615716137	0.052879581	GUCD1	Non
ENSG00000125449	0.714525099	0.052919772	ARMC7	Non
ENSG00000132016	0.76339337	0.053081906	C19orf57	Non
ENSG00000108932	0.623044274	0.053198017	SLC16A6	Non
ENSG00000133863	-0.462337123	0.053243292	TEX15	Non
ENSG00000204262	0.626038813	0.053259679	COL5A2	Non
ENSG00000090612	-0.475317962	0.053259679	ZNF268	Non
ENSG00000161682	1.137144107	0.053259679	FAM171A2	Non
ENSG00000100216	-0.417332029	0.053259679	TOMM22	Non
ENSG00000093144	-0.420179766	0.05326284	ECHDC1	Non
ENSG00000185127	-0.399591697	0.053281282	C6orf120	Non
ENSG00000118997	-0.4081855	0.053298896	DNAH7	Non
ENSG00000112576	0.688641729	0.053298896	CCND3	Non
ENSG00000104177	-0.389081411	0.053338544	MYEF2	Non
ENSG00000165912	0.687408281	0.053466107	PACSIN3	Non
ENSG00000186529	1.21974359	0.053493643	CYP4F3	Non
ENSG00000284194	0.95652563	0.05349936	SCO2	Non
ENSG00000154319	0.47495572	0.053517141	FAM167A	Non
ENSG00000064102	-0.50538803	0.053534643	INTS13	Non
ENSG00000110801	0.738478059	0.053577871	PSMD9	Non
ENSG00000102897	-0.397358849	0.053577871	LYRM1	Non
ENSG00000108262	0.678439108	0.053594496	GIT1	Non
ENSG00000162434	-0.347026462	0.053595589	JAK1	Non
ENSG00000241852	0.808199211	0.053617977	C8orf58	Non
ENSG00000099899	0.730171983	0.053662781	TRMT2A	Non
ENSG00000204711	-0.921295773	0.053676417	C9orf135	Non
ENSG00000242732	0.413653885	0.05369494	RTL5	Non
ENSG00000174373	-0.333288777	0.053760472	RALGAPA1	Non
ENSG00000131044	0.640898762	0.053787712	TTLL9	Non
ENSG00000180488	-0.37791477	0.053889795	MIGA1	Non
ENSG00000072110	0.423008099	0.053889795	ACTN1	Non
ENSG00000105722	0.760627248	0.053889795	ERF	Non
ENSG00000172794	0.692439122	0.053902806	RAB37	Non
ENSG00000111231	-0.568296752	0.05394216	GPN3	Non
ENSG00000102452	-0.319874305	0.05394216	NALCN	Non
ENSG00000134115	-0.609668904	0.053996519	CNTN6	Non
ENSG00000166341	0.739005002	0.054008668	DCHS1	Non
ENSG00000173757	0.363773705	0.054019019	STAT5B	Non
ENSG00000118965	-0.364351727	0.054064501	WDR35	Non
ENSG00000130726	0.621442951	0.054113039	TRIM28	Non
ENSG00000134574	0.771931426	0.054138333	DDB2	Non
ENSG00000115486	0.368118022	0.054139108	GGCX	Non
