ENSEMBL,ENTREZID,SYMBOL,GENENAME,CHR
ENSG00000172432,54676,GTPBP2,GTP binding protein 2,6
ENSG00000139832,55647,RAB20,"RAB20, member RAS oncogene family",13
ENSG00000149452,9376,SLC22A8,solute carrier family 22 member 8,11
ENSG00000163444,92703,TMEM183A,transmembrane protein 183A,1
ENSG00000137055,9373,PLAA,phospholipase A2 activating protein,9
ENSG00000056050,54969,HPF1,histone PARylation factor 1,4
ENSG00000157851,56896,DPYSL5,dihydropyrimidinase like 5,2
ENSG00000077147,56889,TM9SF3,transmembrane 9 superfamily member 3,10
ENSG00000163683,201895,SMIM14,small integral membrane protein 14,4
ENSG00000149716,220064,LTO1,LTO1 maturation factor of ABCE1,11
ENSG00000127914,10142,AKAP9,A-kinase anchoring protein 9,7
ENSG00000135968,9648,GCC2,GRIP and coiled-coil domain containing 2,2
ENSG00000169221,26000,TBC1D10B,TBC1 domain family member 10B,16
ENSG00000118513,4602,MYB,"MYB proto-oncogene, transcription factor",6
ENSG00000128872,29767,TMOD2,tropomodulin 2,15
ENSG00000151458,57182,ANKRD50,ankyrin repeat domain 50,4
ENSG00000152642,23171,GPD1L,glycerol-3-phosphate dehydrogenase 1 like,3
ENSG00000000971,3075,CFH,complement factor H,1
ENSG00000032444,10908,PNPLA6,patatin like phospholipase domain containing 6,19
ENSG00000166888,6778,STAT6,signal transducer and activator of transcription 6,12
ENSG00000099954,27443,CECR2,CECR2 histone acetyl-lysine reader,22
ENSG00000213918,1773,DNASE1,deoxyribonuclease 1,16
ENSG00000196663,9895,TECPR2,tectonin beta-propeller repeat containing 2,14
ENSG00000055130,8454,CUL1,cullin 1,7
ENSG00000168502,23255,MTCL1,microtubule crosslinking factor 1,18
ENSG00000104497,64089,SNX16,sorting nexin 16,8
ENSG00000121931,55791,LRIF1,ligand dependent nuclear receptor interacting factor 1,1
ENSG00000182378,55344,PLCXD1,phosphatidylinositol specific phospholipase C X domain containing 1,X
ENSG00000196776,961,CD47,CD47 molecule,3
ENSG00000164338,84135,UTP15,UTP15 small subunit processome component,5
ENSG00000112210,51715,RAB23,"RAB23, member RAS oncogene family",6
ENSG00000114378,3373,HYAL1,hyaluronidase 1,3
ENSG00000122970,28981,IFT81,intraflagellar transport 81,12
ENSG00000116030,7341,SUMO1,small ubiquitin like modifier 1,2
ENSG00000162545,55450,CAMK2N1,calcium/calmodulin dependent protein kinase II inhibitor 1,1
ENSG00000151332,51562,MBIP,MAP3K12 binding inhibitory protein 1,14
ENSG00000137500,60492,CCDC90B,coiled-coil domain containing 90B,11
ENSG00000124134,3787,KCNS1,potassium voltage-gated channel modifier subfamily S member 1,20
ENSG00000196923,9260,PDLIM7,PDZ and LIM domain 7,5
ENSG00000166091,116173,CMTM5,CKLF like MARVEL transmembrane domain containing 5,14
ENSG00000107372,7763,ZFAND5,zinc finger AN1-type containing 5,9
ENSG00000089737,57062,DDX24,DEAD-box helicase 24,14
ENSG00000117758,23673,STX12,syntaxin 12,1
ENSG00000119844,54812,AFTPH,aftiphilin,2
ENSG00000168970,8681,JMJD7-PLA2G4B,JMJD7-PLA2G4B readthrough,15
ENSG00000059122,84256,FLYWCH1,FLYWCH-type zinc finger 1,16
ENSG00000134030,9811,CTIF,cap binding complex dependent translation initiation factor,18
ENSG00000124074,84080,ENKD1,enkurin domain containing 1,16
ENSG00000135298,577,ADGRB3,adhesion G protein-coupled receptor B3,6
ENSG00000118873,25782,RAB3GAP2,RAB3 GTPase activating non-catalytic protein subunit 2,1
ENSG00000169006,23620,NTSR2,neurotensin receptor 2,2
ENSG00000204463,7917,BAG6,BCL2 associated athanogene 6,6
ENSG00000136897,54534,MRPL50,mitochondrial ribosomal protein L50,9
ENSG00000183762,83999,KREMEN1,kringle containing transmembrane protein 1,22
ENSG00000129351,3609,ILF3,interleukin enhancer binding factor 3,19
ENSG00000140836,463,ZFHX3,zinc finger homeobox 3,16
ENSG00000155096,51582,AZIN1,antizyme inhibitor 1,8
ENSG00000116266,6814,STXBP3,syntaxin binding protein 3,1
ENSG00000084628,79570,NKAIN1,sodium/potassium transporting ATPase interacting 1,1
ENSG00000124333,6845,VAMP7,vesicle associated membrane protein 7,X
ENSG00000104081,90427,BMF,Bcl2 modifying factor,15
ENSG00000128595,813,CALU,calumenin,7
ENSG00000162923,80232,WDR26,WD repeat domain 26,1
ENSG00000023228,4719,NDUFS1,NADH:ubiquinone oxidoreductase core subunit S1,2
ENSG00000110436,6506,SLC1A2,solute carrier family 1 member 2,11
ENSG00000197321,6840,SVIL,supervillin,10
ENSG00000096384,3326,HSP90AB1,heat shock protein 90 alpha family class B member 1,6
ENSG00000184517,162239,ZFP1,ZFP1 zinc finger protein,16
ENSG00000136950,81873,ARPC5L,actin related protein 2/3 complex subunit 5 like,9
ENSG00000148297,6837,MED22,mediator complex subunit 22,9
ENSG00000131966,55860,ACTR10,actin related protein 10,14
ENSG00000110108,79073,TMEM109,transmembrane protein 109,11
ENSG00000176731,401466,RBIS,ribosomal biogenesis factor,8
ENSG00000088205,8886,DDX18,DEAD-box helicase 18,2
ENSG00000244486,91179,SCARF2,scavenger receptor class F member 2,22
ENSG00000196235,6829,SUPT5H,"SPT5 homolog, DSIF elongation factor subunit",19
ENSG00000203814,440689,H2BC18,H2B clustered histone 18,1
ENSG00000011422,5329,PLAUR,"plasminogen activator, urokinase receptor",19
ENSG00000086061,3301,DNAJA1,DnaJ heat shock protein family (Hsp40) member A1,9
ENSG00000151422,2241,FER,FER tyrosine kinase,5
ENSG00000103044,3038,HAS3,hyaluronan synthase 3,16
ENSG00000225614,84627,ZNF469,zinc finger protein 469,16
ENSG00000117395,10969,EBNA1BP2,EBNA1 binding protein 2,1
ENSG00000158457,340348,TSPAN33,tetraspanin 33,7
ENSG00000123575,139231,FAM199X,"family with sequence similarity 199, X-linked",X
ENSG00000254995,100534593,STX16-NPEPL1,STX16-NPEPL1 readthrough (NMD candidate),20
ENSG00000145087,9515,STXBP5L,syntaxin binding protein 5 like,3
ENSG00000144749,26018,LRIG1,leucine rich repeats and immunoglobulin like domains 1,3
ENSG00000185896,3916,LAMP1,lysosomal associated membrane protein 1,13
ENSG00000119927,57678,GPAM,"glycerol-3-phosphate acyltransferase, mitochondrial",10
ENSG00000164100,9348,NDST3,N-deacetylase and N-sulfotransferase 3,4
ENSG00000071082,6160,RPL31,ribosomal protein L31,2
ENSG00000204065,340543,TCEAL5,transcription elongation factor A like 5,X
ENSG00000100968,4776,NFATC4,nuclear factor of activated T cells 4,14
ENSG00000139767,84530,SRRM4,serine/arginine repetitive matrix 4,12
ENSG00000122756,1271,CNTFR,ciliary neurotrophic factor receptor,9
ENSG00000185024,2972,BRF1,BRF1 RNA polymerase III transcription initiation factor subunit,14
ENSG00000108231,9211,LGI1,leucine rich glioma inactivated 1,10
ENSG00000138193,51196,PLCE1,phospholipase C epsilon 1,10
ENSG00000139726,8562,DENR,density regulated re-initiation and release factor,12
ENSG00000068903,22933,SIRT2,sirtuin 2,19
ENSG00000110844,25766,PRPF40B,pre-mRNA processing factor 40 homolog B,12
ENSG00000171298,2548,GAA,"glucosidase alpha, acid",17
ENSG00000160194,4731,NDUFV3,NADH:ubiquinone oxidoreductase subunit V3,21
ENSG00000256591,NA,NA,NA,NA
ENSG00000075426,2355,FOSL2,"FOS like 2, AP-1 transcription factor subunit",2
ENSG00000099822,610,HCN2,hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2,19
ENSG00000105643,27106,ARRDC2,arrestin domain containing 2,19
ENSG00000160392,126526,C19orf47,chromosome 19 open reading frame 47,19
ENSG00000179832,727957,MROH1,maestro heat like repeat family member 1,8
ENSG00000075618,6624,FSCN1,fascin actin-bundling protein 1,7
ENSG00000189056,5649,RELN,reelin,7
ENSG00000105655,51477,ISYNA1,inositol-3-phosphate synthase 1,19
ENSG00000165125,55503,TRPV6,transient receptor potential cation channel subfamily V member 6,7
ENSG00000179468,135924,OR9A2,olfactory receptor family 9 subfamily A member 2,7
ENSG00000134709,51361,HOOK1,hook microtubule tethering protein 1,1
ENSG00000162980,26225,ARL5A,ADP ribosylation factor like GTPase 5A,2
ENSG00000197114,84619,ZGPAT,zinc finger CCCH-type and G-patch domain containing,20
ENSG00000137364,7172,TPMT,thiopurine S-methyltransferase,6
ENSG00000214022,29803,REPIN1,replication initiator 1,7
ENSG00000107105,1993,ELAVL2,ELAV like RNA binding protein 2,9
ENSG00000091640,9552,SPAG7,sperm associated antigen 7,17
ENSG00000101180,11255,HRH3,histamine receptor H3,20
ENSG00000113119,55374,TMCO6,transmembrane and coiled-coil domains 6,5
ENSG00000145743,64839,FBXL17,F-box and leucine rich repeat protein 17,5
ENSG00000058729,55781,RIOK2,RIO kinase 2,5
ENSG00000095059,1725,DHPS,deoxyhypusine synthase,19
ENSG00000154133,54538,ROBO4,roundabout guidance receptor 4,11
ENSG00000113318,4437,MSH3,mutS homolog 3,5
ENSG00000135829,1660,DHX9,DExH-box helicase 9,1
ENSG00000160193,10785,WDR4,WD repeat domain 4,21
ENSG00000139112,23710,GABARAPL1,GABA type A receptor associated protein like 1,12
ENSG00000137198,2766,GMPR,guanosine monophosphate reductase,6
ENSG00000155530,136332,LRGUK,leucine rich repeats and guanylate kinase domain containing,7
ENSG00000166689,144100,PLEKHA7,pleckstrin homology domain containing A7,11
ENSG00000149451,80332,ADAM33,ADAM metallopeptidase domain 33,20
ENSG00000198467,7169,TPM2,tropomyosin 2,9
ENSG00000136824,10592,SMC2,structural maintenance of chromosomes 2,9
ENSG00000140553,55898,UNC45A,unc-45 myosin chaperone A,15
ENSG00000113638,23548,TTC33,tetratricopeptide repeat domain 33,5
ENSG00000136100,51028,VPS36,vacuolar protein sorting 36 homolog,13
ENSG00000198520,339541,ARMH1,armadillo like helical domain containing 1,1
ENSG00000141456,27043,PELP1,"proline, glutamate and leucine rich protein 1",17
ENSG00000109189,64854,USP46,ubiquitin specific peptidase 46,4
ENSG00000178607,2081,ERN1,endoplasmic reticulum to nucleus signaling 1,17
ENSG00000091073,113878,DTX2,deltex E3 ubiquitin ligase 2,7
ENSG00000168350,123099,DEGS2,"delta 4-desaturase, sphingolipid 2",14
ENSG00000099937,3053,SERPIND1,serpin family D member 1,22
ENSG00000106123,2051,EPHB6,EPH receptor B6,7
ENSG00000090674,57192,MCOLN1,mucolipin 1,19
ENSG00000163870,131601,TPRA1,transmembrane protein adipocyte associated 1,3
ENSG00000169418,4881,NPR1,natriuretic peptide receptor 1,1
ENSG00000163807,57456,KIAA1143,KIAA1143,3
ENSG00000196218,6261,RYR1,ryanodine receptor 1,19
ENSG00000144579,58190,CTDSP1,CTD small phosphatase 1,2
ENSG00000120784,22835,ZFP30,ZFP30 zinc finger protein,19
ENSG00000213563,414919,C8orf82,chromosome 8 open reading frame 82,8
ENSG00000145817,81555,YIPF5,Yip1 domain family member 5,5
ENSG00000109610,6649,SOD3,superoxide dismutase 3,4
ENSG00000115112,29842,TFCP2L1,transcription factor CP2 like 1,2
ENSG00000031698,6301,SARS1,seryl-tRNA synthetase 1,1
ENSG00000141446,114799,ESCO1,establishment of sister chromatid cohesion N-acetyltransferase 1,18
ENSG00000169282,7881,KCNAB1,potassium voltage-gated channel subfamily A member regulatory beta subunit 1,3
ENSG00000111269,1389,CREBL2,cAMP responsive element binding protein like 2,12
ENSG00000111790,26127,FGFR1OP2,FGFR1 oncogene partner 2,12
ENSG00000115935,7456,WIPF1,WAS/WASL interacting protein family member 1,2
ENSG00000144857,91653,BOC,"BOC cell adhesion associated, oncogene regulated",3
ENSG00000173821,57674,RNF213,ring finger protein 213,17
ENSG00000114850,6747,SSR3,signal sequence receptor subunit 3,3
ENSG00000033178,55236,UBA6,ubiquitin like modifier activating enzyme 6,4
ENSG00000166016,25841,ABTB2,ankyrin repeat and BTB domain containing 2,11
ENSG00000256029,284677,SNHG28,small nucleolar RNA host gene 28,1
ENSG00000115257,54760,PCSK4,proprotein convertase subtilisin/kexin type 4,19
ENSG00000174945,155185,AMZ1,archaelysin family metallopeptidase 1,7
ENSG00000111906,51020,HDDC2,HD domain containing 2,6
ENSG00000097046,8317,CDC7,cell division cycle 7,1
ENSG00000187735,6917,TCEA1,transcription elongation factor A1,8
ENSG00000002586,4267,CD99,CD99 molecule (Xg blood group),X
ENSG00000213015,51157,ZNF580,zinc finger protein 580,19
ENSG00000115415,6772,STAT1,signal transducer and activator of transcription 1,2
ENSG00000163815,7123,CLEC3B,C-type lectin domain family 3 member B,3
ENSG00000086289,54749,EPDR1,ependymin related 1,7
ENSG00000196367,8295,TRRAP,transformation/transcription domain associated protein,7
ENSG00000180921,286077,FAM83H,family with sequence similarity 83 member H,8
ENSG00000169251,51068,NMD3,NMD3 ribosome export adaptor,3
ENSG00000120992,10434,LYPLA1,lysophospholipase 1,8
ENSG00000214706,7866,IFRD2,interferon related developmental regulator 2,3
ENSG00000102030,8260,NAA10,"N(alpha)-acetyltransferase 10, NatA catalytic subunit",X
ENSG00000225828,100128071,FAM229A,family with sequence similarity 229 member A,1
ENSG00000152422,7518,XRCC4,X-ray repair cross complementing 4,5
ENSG00000125962,64860,ARMCX5,armadillo repeat containing X-linked 5,X
ENSG00000077152,29089,UBE2T,ubiquitin conjugating enzyme E2 T,1
ENSG00000109452,8821,INPP4B,inositol polyphosphate-4-phosphatase type II B,4
ENSG00000169733,5986,RFNG,RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,17
ENSG00000100916,84312,BRMS1L,BRMS1 like transcriptional repressor,14
ENSG00000166272,54838,WBP1L,WW domain binding protein 1 like,10
ENSG00000261150,83481,EPPK1,epiplakin 1,8
ENSG00000116213,49856,WRAP73,"WD repeat containing, antisense to TP73",1
ENSG00000172795,167227,DCP2,decapping mRNA 2,5
ENSG00000137857,53905,DUOX1,dual oxidase 1,15
ENSG00000108349,22794,CASC3,CASC3 exon junction complex subunit,17
ENSG00000110651,975,CD81,CD81 molecule,11
ENSG00000075234,55020,TTC38,tetratricopeptide repeat domain 38,22
ENSG00000101557,9097,USP14,ubiquitin specific peptidase 14,18
ENSG00000106245,8896,BUD31,BUD31 homolog,7
ENSG00000071242,6196,RPS6KA2,ribosomal protein S6 kinase A2,6
ENSG00000059769,548645,DNAJC25,DnaJ heat shock protein family (Hsp40) member C25,9
ENSG00000104765,665,BNIP3L,BCL2 interacting protein 3 like,8
ENSG00000132005,5989,RFX1,regulatory factor X1,19
ENSG00000123091,26994,RNF11,ring finger protein 11,1
ENSG00000123570,51209,RAB9B,"RAB9B, member RAS oncogene family",X
ENSG00000151465,8872,CDC123,cell division cycle 123,10
ENSG00000120645,440073,IQSEC3,IQ motif and Sec7 domain ArfGEF 3,12
ENSG00000121716,29990,PILRB,paired immunoglobin like type 2 receptor beta,7
ENSG00000065923,84679,SLC9A7,solute carrier family 9 member A7,X
ENSG00000078725,1620,BRINP1,BMP/retinoic acid inducible neural specific 1,9
ENSG00000130294,547,KIF1A,kinesin family member 1A,2
ENSG00000149658,54915,YTHDF1,YTH N6-methyladenosine RNA binding protein 1,20
ENSG00000129518,55837,EAPP,E2F associated phosphoprotein,14
ENSG00000166734,113201,CASC4,cancer susceptibility 4,15
ENSG00000198853,9853,RUSC2,RUN and SH3 domain containing 2,9
ENSG00000163694,54502,RBM47,RNA binding motif protein 47,4
ENSG00000169714,7555,CNBP,CCHC-type zinc finger nucleic acid binding protein,3
ENSG00000131779,8799,PEX11B,peroxisomal biogenesis factor 11 beta,1
ENSG00000161558,55260,TMEM143,transmembrane protein 143,19
ENSG00000108384,5889,RAD51C,RAD51 paralog C,17
ENSG00000138604,26035,GLCE,glucuronic acid epimerase,15
ENSG00000164197,285671,RNF180,ring finger protein 180,5
ENSG00000244734,3043,HBB,hemoglobin subunit beta,11
ENSG00000177706,56975,FAM20C,FAM20C golgi associated secretory pathway kinase,7
ENSG00000148672,2746,GLUD1,glutamate dehydrogenase 1,10
ENSG00000173230,2804,GOLGB1,golgin B1,3
ENSG00000082293,1310,COL19A1,collagen type XIX alpha 1 chain,6
ENSG00000167173,56905,C15orf39,chromosome 15 open reading frame 39,15
ENSG00000129292,51105,PHF20L1,PHD finger protein 20 like 1,8
ENSG00000104112,29106,SCG3,secretogranin III,15
ENSG00000103316,1428,CRYM,crystallin mu,16
ENSG00000111602,8914,TIMELESS,timeless circadian regulator,12
ENSG00000143401,81611,ANP32E,acidic nuclear phosphoprotein 32 family member E,1
ENSG00000010610,920,CD4,CD4 molecule,12
ENSG00000185565,4045,LSAMP,limbic system associated membrane protein,3
ENSG00000135333,2045,EPHA7,EPH receptor A7,6
ENSG00000097096,84144,SYDE2,synapse defective Rho GTPase homolog 2,1
ENSG00000164109,4085,MAD2L1,mitotic arrest deficient 2 like 1,4
ENSG00000104969,6449,SGTA,small glutamine rich tetratricopeptide repeat containing alpha,19
ENSG00000130363,83861,RSPH3,radial spoke head 3,6
ENSG00000149212,143686,SESN3,sestrin 3,11
ENSG00000005249,5577,PRKAR2B,protein kinase cAMP-dependent type II regulatory subunit beta,7
ENSG00000196284,8464,SUPT3H,"SPT3 homolog, SAGA and STAGA complex component",6
ENSG00000145198,90113,VWA5B2,von Willebrand factor A domain containing 5B2,3
ENSG00000187775,8632,DNAH17,dynein axonemal heavy chain 17,17
ENSG00000141469,6563,SLC14A1,solute carrier family 14 member 1 (Kidd blood group),18
ENSG00000135932,51719,CAB39,calcium binding protein 39,2
ENSG00000102362,94121,SYTL4,synaptotagmin like 4,X
ENSG00000125851,5126,PCSK2,proprotein convertase subtilisin/kexin type 2,20
ENSG00000048392,50484,RRM2B,ribonucleotide reductase regulatory TP53 inducible subunit M2B,8
ENSG00000162585,199990,FAAP20,FA core complex associated protein 20,1
ENSG00000068001,8692,HYAL2,hyaluronidase 2,3
ENSG00000104529,1936,EEF1D,eukaryotic translation elongation factor 1 delta,8
ENSG00000196155,25894,PLEKHG4,pleckstrin homology and RhoGEF domain containing G4,16
ENSG00000187522,51182,HSPA14,heat shock protein family A (Hsp70) member 14,10
ENSG00000172943,23133,PHF8,PHD finger protein 8,X
ENSG00000167703,124935,SLC43A2,solute carrier family 43 member 2,17
ENSG00000184432,9276,COPB2,coatomer protein complex subunit beta 2,3
ENSG00000100767,89932,PAPLN,"papilin, proteoglycan like sulfated glycoprotein",14
ENSG00000183783,386617,KCTD8,potassium channel tetramerization domain containing 8,4
ENSG00000100883,6729,SRP54,signal recognition particle 54,14
ENSG00000152229,9050,PSTPIP2,proline-serine-threonine phosphatase interacting protein 2,18
ENSG00000129993,863,CBFA2T3,CBFA2/RUNX1 partner transcriptional co-repressor 3,16
ENSG00000188566,27158,NDOR1,NADPH dependent diflavin oxidoreductase 1,9
ENSG00000072778,37,ACADVL,acyl-CoA dehydrogenase very long chain,17
ENSG00000113460,55299,BRIX1,biogenesis of ribosomes BRX1,5
ENSG00000099904,29801,ZDHHC8,zinc finger DHHC-type containing 8,22
ENSG00000126243,79414,LRFN3,leucine rich repeat and fibronectin type III domain containing 3,19
ENSG00000144895,83939,EIF2A,eukaryotic translation initiation factor 2A,3
ENSG00000043143,23338,JADE2,jade family PHD finger 2,5
ENSG00000163624,1040,CDS1,CDP-diacylglycerol synthase 1,4
ENSG00000141385,10939,AFG3L2,AFG3 like matrix AAA peptidase subunit 2,18
ENSG00000277586,4747,NEFL,neurofilament light,8
ENSG00000116251,6146,RPL22,ribosomal protein L22,1
ENSG00000166716,9640,ZNF592,zinc finger protein 592,15
ENSG00000112304,55856,ACOT13,acyl-CoA thioesterase 13,6
ENSG00000125037,55831,EMC3,ER membrane protein complex subunit 3,3
ENSG00000204160,84243,ZDHHC18,zinc finger DHHC-type containing 18,1
ENSG00000131408,7376,NR1H2,nuclear receptor subfamily 1 group H member 2,19
ENSG00000172270,682,BSG,basigin (Ok blood group),19
ENSG00000143842,9580,SOX13,SRY-box transcription factor 13,1
ENSG00000168763,26505,CNNM3,cyclin and CBS domain divalent metal cation transport mediator 3,2
ENSG00000119801,51646,YPEL5,yippee like 5,2
ENSG00000115966,1386,ATF2,activating transcription factor 2,2
ENSG00000172081,126308,MOB3A,MOB kinase activator 3A,19
ENSG00000114650,22937,SCAP,SREBF chaperone,3
ENSG00000153815,80790,CMIP,c-Maf inducing protein,16
ENSG00000161921,58191,CXCL16,C-X-C motif chemokine ligand 16,17
ENSG00000102287,2564,GABRE,gamma-aminobutyric acid type A receptor epsilon subunit,X
ENSG00000178252,11180,WDR6,WD repeat domain 6,3
